from_page_url,name,url,money,des,content,label,mark
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,数据库底层数据分析,https://www.zbj.com/xq/5wfxxeWqhVjSWQBp.html,待服务商报价,数据处理软件开发,数据恢复与备份，软件开发，小程序定制、办公自动化,批处理 混合处理 Python MySQL Oracle 定制开发 模版开发 二次开发 人工服务 源码交付 成品购买 成品租赁（Saas） 库存管理软件 票据收发软件 数据报告软件 生产调度软件 信贷管理软件 计划管理软件 统计报告软件 薪金支付软件,进行中 2024-02-23发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,管理系统修改完善,https://www.zbj.com/xq/bfBVAtfQZYitYofv.html,待服务商报价,数据处理软件开发重庆,嵌入软件、图像处理、数据管理和数据分析,,进行中 2024-03-02发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,店铺信息权重评分表（管理系统）,https://www.zbj.com/xq/4lB4LdqPhC84xuEJ.html,待服务商报价,数据处理软件开发,• 应用场景：本地脱机使用。地图仅限单个县区区域。 • 参考效果：最好有成熟的模板，不要求美观。可以给源代码具体看提交的附件及软件逻辑结构说明图，附件是带简单VB的但是上传不了 • 需服务商提供：2月28日,SRM供应商管理系统 ERP企业管理系统 人事管理 绩效管理 模版开发 二次开发 源码交付 PC端 Windows 小于20人,进行中 2024-02-23发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,python开发,https://www.zbj.com/xq/cxZXaxo9tRPh9EUc.html,6720元,数据处理软件开发,使用python语言开发工具，进行数据处理，需要驻场开发调试，地点无锡,Python Oracle 定制开发 源码交付 薪金支付软件,进行中 2024-02-22发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,EXCEL做一个分析汇总表,https://www.zbj.com/xq/wCxnfhBYGa36rbPm.html,待服务商报价,数据处理软件开发,• 应用场景：将各年度的分包信息及时汇总,,进行中 2024-02-22发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,AI接口集成管理系统建设,https://www.zbj.com/xq/Zu4Z57LnpOOk3aXM.html,待服务商报价,数据处理软件开发,一个AI软件集成器 同时在AI账号的培养上做到 多样软件集成化管理 效果可视化管理 消费行为集中管理 系统要求： 1，基于账户使用权限的透明化管理 项目经理，高级项目经理，项目总监及以上无限制调用 策划及以上根据分工，工种有限AI类型软件使用 2，基于账户的消费以及功能情况管理 对于境外账号充值情况，对应调用账号，更新到个人消费情况方便成本管理 3，集成平台的各个软件的更新以及维护情况 需要设立定期维护的个人对平台进行升级报错等系列管理。 登陆页面—— 登陆页面 大分类使用页面 文案 视觉 视频 文案—— 视觉—— 视频—— （上述功能对应AI智能软件形成链接） 后台权限可视—— 公司账号使用情况 调用次数 公司账号消费金额,Java MySQL 定制开发 源码交付 其他,进行中 2024-02-22发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,数据处理软件开发,https://www.zbj.com/xq/awp3iy8PWVsczldR.html,待服务商报价,数据处理软件开发,我想做给服务器添加加速节点的软件，主要目的为了降低延迟，隐藏原机IP，协议为TCP协议，需要软件兼容性至少可以在SERVER2008系统下运行,,进行中 2024-02-22发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,华为运动数据接口对接开发,https://www.zbj.com/xq/WhMWfxurbQde7C2G.html,300元,数据处理软件开发,自己戴了一个华为手表，手表有一些运动数据和心率等数据。想把这些数据实时同步到我自己开发的平台。,Java MySQL 定制开发 源码交付,进行中 2024-02-21发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,有c++源码 后期添加统计公式,https://www.zbj.com/xq/IvwOb7JJUS6DRpCy.html,100元,数据处理软件开发,cp数据据 统计 验证等 ，有源码,C++,进行中 2024-02-21发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,英文网站，导出html,https://www.zbj.com/xq/jStKHgmLg32zyIA0.html,5000元,数据处理软件开发,把英文版的html数学公式 特殊符号 代码 表格 绘图 自动导成 中文版 html格式,定制开发 批处理 其他,进行中 2024-02-21发布
